client_number,ebury_country,client_type,created_date
70154,Poland,Corporate,2023-09-06 20:25:13.345112 UTC
233580,Poland,Corporate,2019-03-17 20:25:13.345112 UTC
135771,Poland,Corporate,2021-11-19 20:25:13.345112 UTC
363641,Poland,Corporate,2015-08-25 20:25:13.345112 UTC
161184,Poland,Corporate,2021-03-10 20:25:13.345112 UTC
214057,Poland,Corporate,2019-09-28 20:25:13.345112 UTC
197245,Poland,Corporate,2020-03-15 20:25:13.345112 UTC
466270,Poland,Corporate,2012-11-01 20:25:13.345112 UTC
96074,Poland,Corporate,2022-12-21 20:25:13.345112 UTC
171627,Poland,Corporate,2020-11-26 20:25:13.345112 UTC
228628,Poland,Corporate,2019-05-06 20:25:13.345112 UTC
377330,Poland,Corporate,2015-04-10 20:25:13.345112 UTC
109097,Poland,Corporate,2022-08-13 20:25:13.345112 UTC
227427,Poland,Corporate,2019-05-18 20:25:13.345112 UTC
439589,Poland,Corporate,2013-07-26 20:25:13.345112 UTC
369442,Poland,Corporate,2015-06-28 20:25:13.345112 UTC
221644,Poland,Corporate,2019-07-15 20:25:13.345112 UTC
167040,Poland,Corporate,2021-01-11 20:25:13.345112 UTC
458354,Poland,Corporate,2013-01-19 20:25:13.345112 UTC
212107,Poland,Corporate,2019-10-18 20:25:13.345112 UTC
324979,Poland,Corporate,2016-09-14 20:25:13.345112 UTC
296737,Poland,Corporate,2017-06-24 20:25:13.345112 UTC
148025,Poland,Corporate,2021-07-20 20:25:13.345112 UTC
193241,Poland,Corporate,2020-04-24 20:25:13.345112 UTC
356381,Poland,Corporate,2015-11-05 20:25:13.345112 UTC
467462,Portugal,Corporate,2012-10-20 20:25:13.345112 UTC
83306,Portugal,Corporate,2023-04-28 20:25:13.345112 UTC
120373,Portugal,Corporate,2022-04-22 20:25:13.345112 UTC
123770,Portugal,Corporate,2022-03-19 20:25:13.345112 UTC
165756,Portugal,Corporate,2021-01-23 20:25:13.345112 UTC
130953,Portugal,Corporate,2022-01-06 20:25:13.345112 UTC
316358,Portugal,Corporate,2016-12-09 20:25:13.345112 UTC
120410,Portugal,Corporate,2022-04-22 20:25:13.345112 UTC
111933,Portugal,Corporate,2022-07-16 20:25:13.345112 UTC
165755,Portugal,Corporate,2021-01-23 20:25:13.345112 UTC
435551,Portugal,Corporate,2013-09-04 20:25:13.345112 UTC
191784,Portugal,Corporate,2020-05-08 20:25:13.345112 UTC
86736,Portugal,Corporate,2023-03-25 20:25:13.345112 UTC
171941,Portugal,Corporate,2020-11-23 20:25:13.345112 UTC
369172,Portugal,Corporate,2015-06-30 20:25:13.345112 UTC
165754,Portugal,Corporate,2021-01-23 20:25:13.345112 UTC
249364,Portugal,Corporate,2018-10-10 20:25:13.345112 UTC
267382,Portugal,Corporate,2018-04-13 20:25:13.345112 UTC
405717,Portugal,Corporate,2014-06-30 20:25:13.345112 UTC
125738,Portugal,Corporate,2022-02-28 20:25:13.345112 UTC
189568,Portugal,Corporate,2020-05-30 20:25:13.345112 UTC
461628,Portugal,Corporate,2012-12-18 20:25:13.345112 UTC
80166,Portugal,Corporate,2023-05-29 20:25:13.345112 UTC
197570,Portugal,Corporate,2020-03-11 20:25:13.345112 UTC
103325,Portugal,Corporate,2022-10-10 20:25:13.345112 UTC
289252,Portugal,Corporate,2017-09-06 20:25:13.345112 UTC
288334,Portugal,Corporate,2017-09-16 20:25:13.345112 UTC
138771,Portugal,Corporate,2021-10-20 20:25:13.345112 UTC
296151,Portugal,Corporate,2017-06-29 20:25:13.345112 UTC
177104,Portugal,Corporate,2020-10-02 20:25:13.345112 UTC
121735,Portugal,Corporate,2022-04-09 20:25:13.345112 UTC
253564,Portugal,Corporate,2018-08-29 20:25:13.345112 UTC
80604,Portugal,Corporate,2023-05-25 20:25:13.345112 UTC
158430,Portugal,Corporate,2021-04-07 20:25:13.345112 UTC
93130,Portugal,Corporate,2023-01-20 20:25:13.345112 UTC
430938,Portugal,Corporate,2013-10-21 20:25:13.345112 UTC
93413,Portugal,Corporate,2023-01-17 20:25:13.345112 UTC
75029,Portugal,Corporate,2023-07-20 20:25:13.345112 UTC
106240,Portugal,Corporate,2022-09-11 20:25:13.345112 UTC
198890,Portugal,Corporate,2020-02-27 20:25:13.345112 UTC
192612,Portugal,Corporate,2020-04-30 20:25:13.345112 UTC
217472,Portugal,Corporate,2019-08-25 20:25:13.345112 UTC
77179,Portugal,Corporate,2023-06-28 20:25:13.345112 UTC
189006,Portugal,Corporate,2020-06-05 20:25:13.345112 UTC
268614,Portugal,Corporate,2018-04-01 20:25:13.345112 UTC
236035,Portugal,Corporate,2019-02-21 20:25:13.345112 UTC
245137,Portugal,Corporate,2018-11-22 20:25:13.345112 UTC
358089,Portugal,Corporate,2015-10-19 20:25:13.345112 UTC
264021,Portugal,Corporate,2018-05-17 20:25:13.345112 UTC
460708,Portugal,Corporate,2012-12-27 20:25:13.345112 UTC
380023,Portugal,Corporate,2015-03-14 20:25:13.345112 UTC
335133,Portugal,Corporate,2016-06-05 20:25:13.345112 UTC
207027,Portugal,Corporate,2019-12-08 20:25:13.345112 UTC
236273,Portugal,Corporate,2019-02-18 20:25:13.345112 UTC
253037,Portugal,Corporate,2018-09-04 20:25:13.345112 UTC
114481,Portugal,Corporate,2022-06-20 20:25:13.345112 UTC
396193,Portugal,Corporate,2014-10-03 20:25:13.345112 UTC
96842,Portugal,Corporate,2022-12-14 20:25:13.345112 UTC
155528,Romania,Corporate,2021-05-06 20:25:13.345112 UTC
436238,Romania,Corporate,2013-08-29 20:25:13.345112 UTC
267121,Romania,Corporate,2018-04-16 20:25:13.345112 UTC
335213,Romania,Corporate,2016-06-04 20:25:13.345112 UTC
474368,Romania,Corporate,2012-08-12 20:25:13.345112 UTC
460008,Romania,Corporate,2013-01-03 20:25:13.345112 UTC
283410,Romania,Corporate,2017-11-04 20:25:13.345112 UTC
310068,Romania,Corporate,2017-02-10 20:25:13.345112 UTC
396387,Romania,Corporate,2014-10-01 20:25:13.345112 UTC
334657,Romania,Corporate,2016-06-09 20:25:13.345112 UTC
352159,Romania,Corporate,2015-12-17 20:25:13.345112 UTC
266486,Romania,Corporate,2018-04-22 20:25:13.345112 UTC
453012,Romania,Corporate,2013-03-14 20:25:13.345112 UTC
339125,Romania,Corporate,2016-04-26 20:25:13.345112 UTC
469417,Romania,Corporate,2012-10-01 20:25:13.345112 UTC
396385,Romania,Corporate,2014-10-01 20:25:13.345112 UTC
314299,Romania,Corporate,2016-12-30 20:25:13.345112 UTC
313246,Romania,Corporate,2017-01-10 20:25:13.345112 UTC
142542,Spain,Corporate,2021-09-13 20:25:13.345112 UTC
333593,Spain,Corporate,2016-06-20 20:25:13.345112 UTC
98492,Spain,Corporate,2022-11-27 20:25:13.345112 UTC
31700,Spain,Corporate,2024-09-25 20:25:13.345112 UTC
294816,Spain,Corporate,2017-07-13 20:25:13.345112 UTC
452391,Spain,Corporate,2013-03-20 20:25:13.345112 UTC
247125,Spain,Corporate,2018-11-02 20:25:13.345112 UTC
134533,Spain,Corporate,2021-12-02 20:25:13.345112 UTC
449940,Spain,Corporate,2013-04-14 20:25:13.345112 UTC
12268,Spain,Corporate,2025-04-07 20:25:13.345112 UTC
382567,Spain,Corporate,2015-02-16 20:25:13.345112 UTC
380311,Spain,Corporate,2015-03-11 20:25:13.345112 UTC
457717,Spain,Corporate,2013-01-26 20:25:13.345112 UTC
60465,Spain,Corporate,2023-12-12 20:25:13.345112 UTC
21322,Spain,Corporate,2025-01-07 20:25:13.345112 UTC
66479,Spain,Corporate,2023-10-13 20:25:13.345112 UTC
313587,Spain,Corporate,2017-01-06 20:25:13.345112 UTC
322679,Spain,Corporate,2016-10-07 20:25:13.345112 UTC
301553,Spain,Corporate,2017-05-06 20:25:13.345112 UTC
103731,Spain,Corporate,2022-10-06 20:25:13.345112 UTC
82630,Spain,Corporate,2023-05-05 20:25:13.345112 UTC
94355,Spain,Corporate,2023-01-07 20:25:13.345112 UTC
233784,Spain,Corporate,2019-03-15 20:25:13.345112 UTC
253757,Spain,Corporate,2018-08-27 20:25:13.345112 UTC
385303,Spain,Corporate,2015-01-20 20:25:13.345112 UTC
372247,Spain,Corporate,2015-05-31 20:25:13.345112 UTC
333549,Spain,Corporate,2016-06-21 20:25:13.345112 UTC
21030,Spain,Corporate,2025-01-10 20:25:13.345112 UTC
381125,Spain,Corporate,2015-03-03 20:25:13.345112 UTC
412728,Spain,Corporate,2014-04-21 20:25:13.345112 UTC
24952,Spain,Corporate,2024-12-01 20:25:13.345112 UTC
273563,Spain,Corporate,2018-02-10 20:25:13.345112 UTC
173918,Spain,Corporate,2020-11-03 20:25:13.345112 UTC
93450,Spain,Corporate,2023-01-16 20:25:13.345112 UTC
206920,Spain,Corporate,2019-12-09 20:25:13.345112 UTC
266772,Spain,Corporate,2018-04-19 20:25:13.345112 UTC
449436,Spain,Corporate,2013-04-19 20:25:13.345112 UTC
213159,Spain,Corporate,2019-10-07 20:25:13.345112 UTC
267425,Spain,Corporate,2018-04-13 20:25:13.345112 UTC
230608,Spain,Corporate,2019-04-16 20:25:13.345112 UTC
230450,Spain,Corporate,2019-04-17 20:25:13.345112 UTC
210810,Spain,Corporate,2019-10-31 20:25:13.345112 UTC
163518,Spain,Corporate,2021-02-15 20:25:13.345112 UTC
357470,Spain,Corporate,2015-10-25 20:25:13.345112 UTC
227810,Spain,Corporate,2019-05-14 20:25:13.345112 UTC
262215,Spain,Corporate,2018-06-04 20:25:13.345112 UTC
76460,Spain,Corporate,2023-07-05 20:25:13.345112 UTC
93310,Spain,Corporate,2023-01-18 20:25:13.345112 UTC
81347,Spain,Corporate,2023-05-18 20:25:13.345112 UTC
98137,Spain,Corporate,2022-12-01 20:25:13.345112 UTC
329406,Spain,Corporate,2016-08-01 20:25:13.345112 UTC
275648,Spain,Corporate,2018-01-21 20:25:13.345112 UTC
149482,Spain,Corporate,2021-07-05 20:25:13.345112 UTC
155854,Spain,Corporate,2021-05-02 20:25:13.345112 UTC
76670,Spain,Corporate,2023-07-03 20:25:13.345112 UTC
121565,Spain,Corporate,2022-04-10 20:25:13.345112 UTC
254164,Spain,Corporate,2018-08-23 20:25:13.345112 UTC
34507,Spain,Corporate,2024-08-28 20:25:13.345112 UTC
64655,Spain,Corporate,2023-10-31 20:25:13.345112 UTC
21473,Spain,Corporate,2025-01-05 20:25:13.345112 UTC
91423,Spain,Corporate,2023-02-06 20:25:13.345112 UTC
135762,Spain,Corporate,2021-11-19 20:25:13.345112 UTC
92229,Spain,Corporate,2023-01-29 20:25:13.345112 UTC
21991,Spain,Corporate,2024-12-31 20:25:13.345112 UTC
455344,Spain,Corporate,2013-02-19 20:25:13.345112 UTC
187184,Spain,Corporate,2020-06-23 20:25:13.345112 UTC
210364,Spain,Corporate,2019-11-04 20:25:13.345112 UTC
349225,Spain,Corporate,2016-01-16 20:25:13.345112 UTC
323518,Spain,Corporate,2016-09-29 20:25:13.345112 UTC
456614,Spain,Corporate,2013-02-06 20:25:13.345112 UTC
293762,Spain,Corporate,2017-07-23 20:25:13.345112 UTC
21996,Spain,Corporate,2024-12-31 20:25:13.345112 UTC
154951,Spain,Corporate,2021-05-11 20:25:13.345112 UTC
77629,Spain,Corporate,2023-06-24 20:25:13.345112 UTC
175988,Spain,Corporate,2020-10-13 20:25:13.345112 UTC
399397,Spain,Corporate,2014-09-01 20:25:13.345112 UTC
193271,Spain,Corporate,2020-04-23 20:25:13.345112 UTC
193453,Spain,Corporate,2020-04-21 20:25:13.345112 UTC
10937,Spain,Corporate,2025-04-21 20:25:13.345112 UTC
62405,Spain,Corporate,2023-11-23 20:25:13.345112 UTC
25203,Spain,Corporate,2024-11-29 20:25:13.345112 UTC
64698,Spain,Corporate,2023-10-31 20:25:13.345112 UTC
389551,Spain,Corporate,2014-12-08 20:25:13.345112 UTC
79178,Spain,Corporate,2023-06-08 20:25:13.345112 UTC
323008,Spain,Corporate,2016-10-04 20:25:13.345112 UTC
265531,Spain,Corporate,2018-05-02 20:25:13.345112 UTC
73625,Spain,Corporate,2023-08-03 20:25:13.345112 UTC
113442,Spain,Corporate,2022-07-01 20:25:13.345112 UTC
343039,Spain,Corporate,2016-03-18 20:25:13.345112 UTC
21024,Spain,Corporate,2025-01-10 20:25:13.345112 UTC
34526,Spain,Corporate,2024-08-28 20:25:13.345112 UTC
137426,Spain,Corporate,2021-11-03 20:25:13.345112 UTC
188372,Spain,Corporate,2020-06-11 20:25:13.345112 UTC
23209,Spain,Corporate,2024-12-19 20:25:13.345112 UTC
56075,Spain,Corporate,2024-01-25 20:25:13.345112 UTC
79876,Spain,Corporate,2023-06-01 20:25:13.345112 UTC
341018,Spain,Corporate,2016-04-07 20:25:13.345112 UTC
340646,Spain,Corporate,2016-04-11 20:25:13.345112 UTC
29333,Spain,Corporate,2024-10-19 20:25:13.345112 UTC
346876,Spain,Corporate,2016-02-08 20:25:13.345112 UTC
425022,Spain,Corporate,2013-12-19 20:25:13.345112 UTC
31703,Spain,Corporate,2024-09-25 20:25:13.345112 UTC
65609,Spain,Corporate,2023-10-22 20:25:13.345112 UTC
452562,Spain,Corporate,2013-03-18 20:25:13.345112 UTC
99220,Spain,Corporate,2022-11-20 20:25:13.345112 UTC
121232,Spain,Corporate,2022-04-14 20:25:13.345112 UTC
202452,Spain,Corporate,2020-01-22 20:25:13.345112 UTC
377603,Spain,Corporate,2015-04-07 20:25:13.345112 UTC
292076,Spain,Corporate,2017-08-09 20:25:13.345112 UTC
261626,Spain,Corporate,2018-06-10 20:25:13.345112 UTC
276960,Spain,Corporate,2018-01-07 20:25:13.345112 UTC
353800,Spain,Corporate,2015-12-01 20:25:13.345112 UTC
263385,Spain,Corporate,2018-05-23 20:25:13.345112 UTC
117813,Spain,Corporate,2022-05-18 20:25:13.345112 UTC
449410,Spain,Corporate,2013-04-19 20:25:13.345112 UTC
444164,Spain,Corporate,2013-06-10 20:25:13.345112 UTC
161405,Spain,Corporate,2021-03-08 20:25:13.345112 UTC
435571,Spain,Corporate,2013-09-04 20:25:13.345112 UTC
363896,Spain,Corporate,2015-08-22 20:25:13.345112 UTC
419798,Spain,Corporate,2014-02-09 20:25:13.345112 UTC
430599,Spain,Corporate,2013-10-24 20:25:13.345112 UTC
161091,Spain,Corporate,2021-03-11 20:25:13.345112 UTC
172584,Spain,Corporate,2020-11-16 20:25:13.345112 UTC
315892,Spain,Corporate,2016-12-14 20:25:13.345112 UTC
124088,Spain,Corporate,2022-03-16 20:25:13.345112 UTC
92778,Spain,Corporate,2023-01-23 20:25:13.345112 UTC
323827,Spain,Corporate,2016-09-26 20:25:13.345112 UTC
108793,Spain,Corporate,2022-08-16 20:25:13.345112 UTC
428826,Spain,Corporate,2013-11-11 20:25:13.345112 UTC
53921,Spain,Corporate,2024-02-16 20:25:13.345112 UTC
23698,Spain,Corporate,2024-12-14 20:25:13.345112 UTC
136200,Spain,Corporate,2021-11-15 20:25:13.345112 UTC
117987,Spain,Corporate,2022-05-16 20:25:13.345112 UTC
186928,Spain,Corporate,2020-06-26 20:25:13.345112 UTC
88601,Spain,Corporate,2023-03-06 20:25:13.345112 UTC
23734,Spain,Corporate,2024-12-14 20:25:13.345112 UTC
346641,Spain,Corporate,2016-02-11 20:25:13.345112 UTC
330009,Spain,Corporate,2016-07-26 20:25:13.345112 UTC
179926,Spain,Corporate,2020-09-04 20:25:13.345112 UTC
430571,Spain,Corporate,2013-10-24 20:25:13.345112 UTC
314318,Spain,Corporate,2016-12-30 20:25:13.345112 UTC
267400,Spain,Corporate,2018-04-13 20:25:13.345112 UTC
137658,Spain,Corporate,2021-10-31 20:25:13.345112 UTC
76881,Spain,Corporate,2023-07-01 20:25:13.345112 UTC
377636,Spain,Corporate,2015-04-07 20:25:13.345112 UTC
116472,Spain,Corporate,2022-05-31 20:25:13.345112 UTC
367038,Spain,Corporate,2015-07-22 20:25:13.345112 UTC
12327,Spain,Corporate,2025-04-07 20:25:13.345112 UTC
233240,Spain,Corporate,2019-03-21 20:25:13.345112 UTC
363818,Spain,Corporate,2015-08-23 20:25:13.345112 UTC
330852,Switzerland,Corporate,2016-07-17 20:25:13.345112 UTC
96390,Switzerland,Corporate,2022-12-18 20:25:13.345112 UTC
345032,Switzerland,Corporate,2016-02-27 20:25:13.345112 UTC
378607,Switzerland,Corporate,2015-03-28 20:25:13.345112 UTC
268909,Switzerland,Corporate,2018-03-29 20:25:13.345112 UTC
78511,Switzerland,Corporate,2023-06-15 20:25:13.345112 UTC
352503,Switzerland,Corporate,2015-12-14 20:25:13.345112 UTC
260099,Switzerland,Corporate,2018-06-25 20:25:13.345112 UTC
312001,Switzerland,Corporate,2017-01-22 20:25:13.345112 UTC
306691,Switzerland,Corporate,2017-03-16 20:25:13.345112 UTC
76819,Switzerland,Corporate,2023-07-02 20:25:13.345112 UTC
310725,Switzerland,Corporate,2017-02-04 20:25:13.345112 UTC
241009,Switzerland,Corporate,2019-01-02 20:25:13.345112 UTC
95583,Switzerland,Corporate,2022-12-26 20:25:13.345112 UTC
196935,Switzerland,Corporate,2020-03-18 20:25:13.345112 UTC
387123,UAE,Corporate,2015-01-02 20:25:13.345112 UTC
407274,UAE,Corporate,2014-06-14 20:25:13.345112 UTC
347952,UAE,Corporate,2016-01-28 20:25:13.345112 UTC
371719,UAE,Corporate,2015-06-05 20:25:13.345112 UTC
368555,UAE,Corporate,2015-07-06 20:25:13.345112 UTC
488972,UAE,Corporate,2012-03-19 20:25:13.345112 UTC
397324,UAE,Corporate,2014-09-22 20:25:13.345112 UTC
330432,UAE,Corporate,2016-07-22 20:25:13.345112 UTC
343963,UAE,Corporate,2016-03-08 20:25:13.345112 UTC
325649,UAE,Corporate,2016-09-08 20:25:13.345112 UTC
360233,UAE,Corporate,2015-09-28 20:25:13.345112 UTC
396094,UAE,Corporate,2014-10-04 20:25:13.345112 UTC
354059,UAE,Corporate,2015-11-28 20:25:13.345112 UTC
357314,UAE,Corporate,2015-10-27 20:25:13.345112 UTC
279441,UAE,Corporate,2017-12-14 20:25:13.345112 UTC
374127,UAE,Corporate,2015-05-12 20:25:13.345112 UTC
204746,UAE,Corporate,2019-12-31 20:25:13.345112 UTC
73778,UK,Corporate,2023-08-01 20:25:13.345112 UTC
382682,UK,Corporate,2015-02-15 20:25:13.345112 UTC
278324,UK,Corporate,2017-12-25 20:25:13.345112 UTC
417734,UK,Corporate,2014-03-02 20:25:13.345112 UTC
367803,UK,Corporate,2015-07-14 20:25:13.345112 UTC
20672,UK,Corporate,2025-01-13 20:25:13.345112 UTC
334277,UK,Corporate,2016-06-13 20:25:13.345112 UTC
154287,UK,Corporate,2021-05-18 20:25:13.345112 UTC
239765,UK,Corporate,2019-01-14 20:25:13.345112 UTC
439560,UK,Corporate,2013-07-26 20:25:13.345112 UTC
254048,UK,Corporate,2018-08-25 20:25:13.345112 UTC
12309,UK,Corporate,2025-04-07 20:25:13.345112 UTC
206882,UK,Corporate,2019-12-09 20:25:13.345112 UTC
125362,UK,Corporate,2022-03-03 20:25:13.345112 UTC
482531,UK,Corporate,2012-05-23 20:25:13.345112 UTC
99842,UK,Corporate,2022-11-14 20:25:13.345112 UTC
374657,UK,Corporate,2015-05-06 20:25:13.345112 UTC
157632,UK,Corporate,2021-04-15 20:25:13.345112 UTC
101426,UK,Corporate,2022-10-29 20:25:13.345112 UTC
422741,UK,Corporate,2014-01-11 20:25:13.345112 UTC
458133,UK,Corporate,2013-01-22 20:25:13.345112 UTC
218351,UK,Corporate,2019-08-16 20:25:13.345112 UTC
478542,UK,Corporate,2012-07-02 20:25:13.345112 UTC
368514,UK,Corporate,2015-07-07 20:25:13.345112 UTC
268183,UK,Corporate,2018-04-05 20:25:13.345112 UTC
338135,UK,Corporate,2016-05-06 20:25:13.345112 UTC
293226,UK,Corporate,2017-07-29 20:25:13.345112 UTC
97282,UK,Corporate,2022-12-09 20:25:13.345112 UTC
422768,UK,Corporate,2014-01-10 20:25:13.345112 UTC
201063,UK,Corporate,2020-02-05 20:25:13.345112 UTC
460837,UK,Corporate,2012-12-26 20:25:13.345112 UTC
269151,UK,Corporate,2018-03-26 20:25:13.345112 UTC
229310,UK,Corporate,2019-04-29 20:25:13.345112 UTC
378193,UK,Corporate,2015-04-01 20:25:13.345112 UTC
360881,UK,Corporate,2015-09-21 20:25:13.345112 UTC
155176,UK,Corporate,2021-05-09 20:25:13.345112 UTC
406488,UK,Corporate,2014-06-22 20:25:13.345112 UTC
313139,UK,Corporate,2017-01-11 20:25:13.345112 UTC
301383,UK,Corporate,2017-05-08 20:25:13.345112 UTC
212619,UK,Corporate,2019-10-13 20:25:13.345112 UTC
383915,UK,Corporate,2015-02-03 20:25:13.345112 UTC
173806,UK,Corporate,2020-11-04 20:25:13.345112 UTC
277938,UK,Corporate,2017-12-29 20:25:13.345112 UTC
289855,UK,Corporate,2017-08-31 20:25:13.345112 UTC
103341,UK,Corporate,2022-10-10 20:25:13.345112 UTC
363847,UK,Corporate,2015-08-23 20:25:13.345112 UTC
254069,UK,Corporate,2018-08-24 20:25:13.345112 UTC
176730,UK,Corporate,2020-10-06 20:25:13.345112 UTC
327609,UK,Corporate,2016-08-19 20:25:13.345112 UTC
259583,UK,Corporate,2018-06-30 20:25:13.345112 UTC
12351,UK,Corporate,2025-04-06 20:25:13.345112 UTC
218057,UK,Corporate,2019-08-19 20:25:13.345112 UTC
10849,UK,Corporate,2025-04-22 20:25:13.345112 UTC
220485,UK,Corporate,2019-07-26 20:25:13.345112 UTC
336634,UK,Corporate,2016-05-21 20:25:13.345112 UTC
69798,UK,Corporate,2023-09-10 20:25:13.345112 UTC
398084,UK,Corporate,2014-09-14 20:25:13.345112 UTC
440503,UK,Corporate,2013-07-17 20:25:13.345112 UTC
230927,UK,Corporate,2019-04-13 20:25:13.345112 UTC
11237,UK,Corporate,2025-04-18 20:25:13.345112 UTC
187083,UK,Corporate,2020-06-24 20:25:13.345112 UTC
329273,UK,Corporate,2016-08-02 20:25:13.345112 UTC
393368,UK,Corporate,2014-10-31 20:25:13.345112 UTC
181588,UK,Corporate,2020-08-18 20:25:13.345112 UTC
232245,UK,Corporate,2019-03-31 20:25:13.345112 UTC
97906,UK,Corporate,2022-12-03 20:25:13.345112 UTC
351204,UK,Corporate,2015-12-27 20:25:13.345112 UTC
263441,UK,Corporate,2018-05-23 20:25:13.345112 UTC
333351,UK,Corporate,2016-06-22 20:25:13.345112 UTC
257681,UK,Corporate,2018-07-19 20:25:13.345112 UTC
487991,UK,Corporate,2012-03-29 20:25:13.345112 UTC
371120,UK,Corporate,2015-06-11 20:25:13.345112 UTC
20953,UK,Corporate,2025-01-10 20:25:13.345112 UTC
444534,UK,Corporate,2013-06-07 20:25:13.345112 UTC
11172,UK,Corporate,2025-04-18 20:25:13.345112 UTC
400504,UK,Corporate,2014-08-21 20:25:13.345112 UTC
339147,UK,Corporate,2016-04-26 20:25:13.345112 UTC
288161,UK,Corporate,2017-09-17 20:25:13.345112 UTC
410912,UK,Corporate,2014-05-09 20:25:13.345112 UTC
440742,UK,Corporate,2013-07-15 20:25:13.345112 UTC
11792,UK,Corporate,2025-04-12 20:25:13.345112 UTC
413115,UK,Corporate,2014-04-17 20:25:13.345112 UTC
299448,UK,Corporate,2017-05-28 20:25:13.345112 UTC
478538,UK,Corporate,2012-07-02 20:25:13.345112 UTC
448057,UK,Corporate,2013-05-02 20:25:13.345112 UTC
410091,UK,Corporate,2014-05-17 20:25:13.345112 UTC
320794,UK,Corporate,2016-10-26 20:25:13.345112 UTC
226094,UK,Corporate,2019-05-31 20:25:13.345112 UTC
114997,UK,Corporate,2022-06-15 20:25:13.345112 UTC
362455,UK,Corporate,2015-09-05 20:25:13.345112 UTC
398964,UK,Corporate,2014-09-05 20:25:13.345112 UTC
441640,UK,Corporate,2013-07-06 20:25:13.345112 UTC
370123,UK,Corporate,2015-06-21 20:25:13.345112 UTC
394343,UK,Corporate,2014-10-22 20:25:13.345112 UTC
282781,UK,Corporate,2017-11-10 20:25:13.345112 UTC
275187,UK,Corporate,2018-01-25 20:25:13.345112 UTC
242979,UK,Corporate,2018-12-13 20:25:13.345112 UTC
218773,UK,Corporate,2019-08-12 20:25:13.345112 UTC
192890,UK,Corporate,2020-04-27 20:25:13.345112 UTC
229418,UK,Corporate,2019-04-28 20:25:13.345112 UTC
268874,UK,Corporate,2018-03-29 20:25:13.345112 UTC
430105,UK,Corporate,2013-10-29 20:25:13.345112 UTC
371234,UK,Corporate,2015-06-10 20:25:13.345112 UTC
425669,UK,Corporate,2013-12-12 20:25:13.345112 UTC
220796,UK,Corporate,2019-07-23 20:25:13.345112 UTC
312587,UK,Corporate,2017-01-16 20:25:13.345112 UTC
268882,UK,Corporate,2018-03-29 20:25:13.345112 UTC
360646,UK,Corporate,2015-09-24 20:25:13.345112 UTC
398744,UK,Corporate,2014-09-08 20:25:13.345112 UTC
185340,UK,Corporate,2020-07-12 20:25:13.345112 UTC
236401,UK,Corporate,2019-02-17 20:25:13.345112 UTC
370913,UK,Corporate,2015-06-13 20:25:13.345112 UTC
30287,UK,Corporate,2024-10-09 20:25:13.345112 UTC
385150,UK,Corporate,2015-01-21 20:25:13.345112 UTC
257932,UK,Corporate,2018-07-17 20:25:13.345112 UTC
380405,UK,Corporate,2015-03-10 20:25:13.345112 UTC
59905,UK,Corporate,2023-12-18 20:25:13.345112 UTC
98371,UK,Corporate,2022-11-28 20:25:13.345112 UTC
217158,UK,Corporate,2019-08-28 20:25:13.345112 UTC
218511,UK,Corporate,2019-08-15 20:25:13.345112 UTC
447967,UK,Corporate,2013-05-03 20:25:13.345112 UTC
374316,UK,Corporate,2015-05-10 20:25:13.345112 UTC
252689,UK,Corporate,2018-09-07 20:25:13.345112 UTC
327203,UK,Corporate,2016-08-23 20:25:13.345112 UTC
363846,UK,Corporate,2015-08-23 20:25:13.345112 UTC
97594,UK,Corporate,2022-12-06 20:25:13.345112 UTC
71801,UK,Corporate,2023-08-21 20:25:13.345112 UTC
73878,UK,Corporate,2023-07-31 20:25:13.345112 UTC
436579,UK,Corporate,2013-08-25 20:25:13.345112 UTC
297011,UK,Corporate,2017-06-21 20:25:13.345112 UTC
181420,UK,Corporate,2020-08-20 20:25:13.345112 UTC
480525,UK,Corporate,2012-06-12 20:25:13.345112 UTC
387138,UK,Corporate,2015-01-02 20:25:13.345112 UTC
418027,UK,Corporate,2014-02-27 20:25:13.345112 UTC
372621,UK,Corporate,2015-05-27 20:25:13.345112 UTC
381576,UK,Corporate,2015-02-26 20:25:13.345112 UTC
234739,UK,Corporate,2019-03-06 20:25:13.345112 UTC
22264,UK,Corporate,2024-12-28 20:25:13.345112 UTC
388553,UK,Corporate,2014-12-18 20:25:13.345112 UTC
264795,UK,Corporate,2018-05-09 20:25:13.345112 UTC
236737,UK,Corporate,2019-02-14 20:25:13.345112 UTC
62673,UK,Corporate,2023-11-20 20:25:13.345112 UTC
105370,UK,Corporate,2022-09-19 20:25:13.345112 UTC
321151,UK,Corporate,2016-10-22 20:25:13.345112 UTC
417609,UK,Corporate,2014-03-03 20:25:13.345112 UTC
245364,UK,Corporate,2018-11-19 20:25:13.345112 UTC
483653,UK,Corporate,2012-05-11 20:25:13.345112 UTC
170240,UK,Corporate,2020-12-10 20:25:13.345112 UTC
373883,UK,Corporate,2015-05-14 20:25:13.345112 UTC
220487,UK,Corporate,2019-07-26 20:25:13.345112 UTC
389167,UK,Corporate,2014-12-12 20:25:13.345112 UTC
345220,UK,Corporate,2016-02-25 20:25:13.345112 UTC
186678,UK,Corporate,2020-06-28 20:25:13.345112 UTC
464030,UK,Corporate,2012-11-24 20:25:13.345112 UTC
393783,UK,Corporate,2014-10-27 20:25:13.345112 UTC
250730,UK,Corporate,2018-09-27 20:25:13.345112 UTC
